Date,Close,High,Low,Open
2018-06-04,0.17552100121974945,0.17552100121974945,0.16705000400543213,0.16705000400543213
2018-06-05,0.2048719972372055,0.2123280018568039,0.1714940071105957,0.17559100687503815
2018-06-06,0.1964849978685379,0.22184300422668457,0.18833200633525848,0.20589900016784668
2018-06-07,0.18181400001049042,0.19880999624729156,0.17927299439907074,0.19633899629116058
2018-06-08,0.16733400523662567,0.18277700245380402,0.16244299709796906,0.1820870041847229
2018-06-09,0.16470900177955627,0.1690780073404312,0.15149299800395966,0.16628099977970123
2018-06-10,0.13388200104236603,0.1652110069990158,0.11130800098180771,0.1652110069990158
2018-06-11,0.14221200346946716,0.14221200346946716,0.11897300183773041,0.13419899344444275
2018-06-12,0.11675100028514862,0.21312199532985687,0.11401200294494629,0.14236700534820557
2018-06-13,0.10595899820327759,0.12072999775409698,0.10064999759197235,0.11712700128555298
2018-06-14,0.11412099748849869,0.11412099748849869,0.09577500075101852,0.10593099892139435
2018-06-15,0.10579399764537811,0.11426199972629547,0.10381399840116501,0.11369399726390839
2018-06-16,0.09794999659061432,0.108024001121521,0.09495499730110168,0.10547000169754028
2018-06-17,0.1023939996957779,0.10522499680519104,0.09780199825763702,0.09782899916172028
2018-06-18,0.0956989973783493,0.10294999927282333,0.09104199707508087,0.10238900035619736
2018-06-19,0.09933800250291824,0.10426799952983856,0.09549599885940552,0.09564899653196335
2018-06-20,0.09956800192594528,0.10043899714946747,0.09587500244379044,0.0991469994187355
2018-06-21,0.09386300295591354,0.10205300152301788,0.09358099848031998,0.09959299862384796
2018-06-22,0.07854200154542923,0.0939050018787384,0.07656800001859665,0.0939050018787384
2018-06-23,0.08192799985408783,0.08292199671268463,0.07795400172472,0.0784439966082573
2018-06-24,0.07358799874782562,0.08219899982213974,0.06758999824523926,0.08185099810361862
2018-06-25,0.07569900155067444,0.08149299770593643,0.07292400300502777,0.07326900213956833
2018-06-26,0.07717099785804749,0.08559200167655945,0.0751660019159317,0.0756480023264885
2018-06-27,0.07822299748659134,0.08733399957418442,0.07581999897956848,0.07697500288486481
2018-06-28,0.07812199741601944,0.08577799797058105,0.07721500098705292,0.07836499810218811
2018-06-29,0.07523799687623978,0.08127599954605103,0.06754299998283386,0.07830599695444107
2018-06-30,0.07356200367212296,0.08004199713468552,0.0718659982085228,0.07559899985790253
2018-07-01,0.07098399847745895,0.0749489963054657,0.06974799931049347,0.07338099926710129
2018-07-02,0.07712899893522263,0.0807270035147667,0.06720799952745438,0.0714849978685379
2018-07-03,0.07037200033664703,0.07829900085926056,0.06938300281763077,0.07630699872970581
2018-07-04,0.06757500022649765,0.0705529972910881,0.06512100249528885,0.0703819990158081
2018-07-05,0.06662800163030624,0.07164300233125687,0.06322299689054489,0.0678969994187355
2018-07-06,0.06622499972581863,0.06815099716186523,0.060750000178813934,0.06628400087356567
2018-07-07,0.06732799857854843,0.06757599860429764,0.06260800361633301,0.06625200062990189
2018-07-08,0.06764999777078629,0.06848900020122528,0.06475000083446503,0.06790299713611603
2018-07-09,0.06457400321960449,0.06763900071382523,0.06429199874401093,0.06763900071382523
2018-07-10,0.057339999824762344,0.06588199734687805,0.05685000121593475,0.06460899859666824
2018-07-11,0.05668500065803528,0.05846000090241432,0.05060900002717972,0.057360999286174774
2018-07-12,0.04699400067329407,0.05787000060081482,0.04699400067329407,0.056770000606775284
2018-07-13,0.0502530001103878,0.05468500033020973,0.04712099954485893,0.04712799936532974
2018-07-14,0.04950999841094017,0.05179300159215927,0.04662900045514107,0.05031299963593483
2018-07-15,0.04735599830746651,0.05111299827694893,0.043122000992298126,0.04946399852633476
2018-07-16,0.053725000470876694,0.05666099861264229,0.04699200019240379,0.04718500003218651
2018-07-17,0.05601700022816658,0.056171998381614685,0.051013000309467316,0.05342800170183182
2018-07-18,0.051791001111269,0.058529000729322433,0.049943000078201294,0.056102000176906586
