Date,Close,CryptoID
2019-12-17,0.3117310106754303,2019-12-17OXT
2019-12-18,0.26740899682044983,2019-12-18OXT
2019-12-19,0.6545860171318054,2019-12-19OXT
2019-12-20,0.6109179854393005,2019-12-20OXT
2019-12-21,0.6457899808883667,2019-12-21OXT
2019-12-22,0.5204169750213623,2019-12-22OXT
2019-12-23,0.43653199076652527,2019-12-23OXT
2019-12-24,0.4321030080318451,2019-12-24OXT
2019-12-25,0.42009100317955017,2019-12-25OXT
2019-12-26,0.40693399310112,2019-12-26OXT
2019-12-27,0.4011389911174774,2019-12-27OXT
2019-12-28,0.36590099334716797,2019-12-28OXT
2019-12-29,0.3521769940853119,2019-12-29OXT
2019-12-30,0.35541701316833496,2019-12-30OXT
2019-12-31,0.3443619906902313,2019-12-31OXT
2020-01-01,0.33809399604797363,2020-01-01OXT
2020-01-02,0.30257898569107056,2020-01-02OXT
2020-01-03,0.32624301314353943,2020-01-03OXT
2020-01-04,0.323293000459671,2020-01-04OXT
2020-01-05,0.31469300389289856,2020-01-05OXT
2020-01-06,0.32058900594711304,2020-01-06OXT
2020-01-07,0.3224329948425293,2020-01-07OXT
2020-01-08,0.3158789873123169,2020-01-08OXT
2020-01-09,0.30844101309776306,2020-01-09OXT
2020-01-10,0.3148359954357147,2020-01-10OXT
2020-01-11,0.30716800689697266,2020-01-11OXT
2020-01-12,0.30531200766563416,2020-01-12OXT
2020-01-13,0.30372801423072815,2020-01-13OXT
2020-01-14,0.3052070140838623,2020-01-14OXT
2020-01-15,0.31478801369667053,2020-01-15OXT
2020-01-16,0.3031649887561798,2020-01-16OXT
2020-01-17,0.3032439947128296,2020-01-17OXT
2020-01-18,0.3011220097541809,2020-01-18OXT
2020-01-19,0.30452001094818115,2020-01-19OXT
2020-01-20,0.303741991519928,2020-01-20OXT
2020-01-21,0.2955999970436096,2020-01-21OXT
2020-01-22,0.3009589910507202,2020-01-22OXT
2020-01-23,0.28845199942588806,2020-01-23OXT
2020-01-24,0.28175100684165955,2020-01-24OXT
2020-01-25,0.2818320095539093,2020-01-25OXT
2020-01-26,0.28593599796295166,2020-01-26OXT
2020-01-27,0.2632629871368408,2020-01-27OXT
2020-01-28,0.2560339868068695,2020-01-28OXT
2020-01-29,0.24487699568271637,2020-01-29OXT
2020-01-30,0.2339709997177124,2020-01-30OXT
2020-01-31,0.2323250025510788,2020-01-31OXT
2020-02-01,0.3294830024242401,2020-02-01OXT
2020-02-02,0.2901799976825714,2020-02-02OXT
2020-02-03,0.2744370102882385,2020-02-03OXT
2020-02-04,0.2681100070476532,2020-02-04OXT
2020-02-05,0.2864849865436554,2020-02-05OXT
2020-02-06,0.2807669937610626,2020-02-06OXT
2020-02-07,0.2973639965057373,2020-02-07OXT
2020-02-08,0.2967430055141449,2020-02-08OXT
2020-02-09,0.2972559928894043,2020-02-09OXT
2020-02-10,0.2799000144004822,2020-02-10OXT
2020-02-11,0.29556798934936523,2020-02-11OXT
2020-02-12,0.3210979998111725,2020-02-12OXT
2020-02-13,0.3076379895210266,2020-02-13OXT
2020-02-14,0.3140549957752228,2020-02-14OXT
2020-02-15,0.30052998661994934,2020-02-15OXT
2020-02-16,0.28203800320625305,2020-02-16OXT
2020-02-17,0.2832309901714325,2020-02-17OXT
2020-02-18,0.2845799922943115,2020-02-18OXT
2020-02-19,0.26585400104522705,2020-02-19OXT
2020-02-20,0.2660450041294098,2020-02-20OXT
2020-02-21,0.2752690017223358,2020-02-21OXT
2020-02-22,0.2697489857673645,2020-02-22OXT
2020-02-23,0.273391991853714,2020-02-23OXT
2020-02-24,0.2662839889526367,2020-02-24OXT
2020-02-25,0.24754199385643005,2020-02-25OXT
2020-02-26,0.23186199367046356,2020-02-26OXT
2020-02-27,0.23747800290584564,2020-02-27OXT
2020-02-28,0.23424699902534485,2020-02-28OXT
2020-02-29,0.22770699858665466,2020-02-29OXT
2020-03-01,0.25669199228286743,2020-03-01OXT
2020-03-02,0.25210899114608765,2020-03-02OXT
2020-03-03,0.253495991230011,2020-03-03OXT
2020-03-04,0.24722999334335327,2020-03-04OXT
2020-03-05,0.250095009803772,2020-03-05OXT
2020-03-06,0.24901500344276428,2020-03-06OXT
2020-03-07,0.24374499917030334,2020-03-07OXT
2020-03-08,0.22087399661540985,2020-03-08OXT
2020-03-09,0.21824899315834045,2020-03-09OXT
2020-03-10,0.21833500266075134,2020-03-10OXT
2020-03-11,0.2125920057296753,2020-03-11OXT
2020-03-12,0.13738399744033813,2020-03-12OXT
2020-03-13,0.14681099355220795,2020-03-13OXT
