Date,Close,CryptoID,Ticker
2017-11-09,61.407100677490234,2017-11-09MLN,MLN
2017-11-10,54.770301818847656,2017-11-10MLN,MLN
2017-11-11,73.05829620361328,2017-11-11MLN,MLN
2017-11-12,63.16490173339844,2017-11-12MLN,MLN
2017-11-13,77.04820251464844,2017-11-13MLN,MLN
2017-11-14,73.53929901123047,2017-11-14MLN,MLN
2017-11-15,71.39869689941406,2017-11-15MLN,MLN
2017-11-16,66.83570098876953,2017-11-16MLN,MLN
2017-11-17,65.26329803466797,2017-11-17MLN,MLN
2017-11-18,63.806800842285156,2017-11-18MLN,MLN
2017-11-19,68.37889862060547,2017-11-19MLN,MLN
2017-11-20,66.61409759521484,2017-11-20MLN,MLN
2017-11-21,65.0969009399414,2017-11-21MLN,MLN
2017-11-22,65.9574966430664,2017-11-22MLN,MLN
2017-11-23,69.2123031616211,2017-11-23MLN,MLN
2017-11-24,74.60800170898438,2017-11-24MLN,MLN
2017-11-25,79.57129669189453,2017-11-25MLN,MLN
2017-11-26,76.76699829101562,2017-11-26MLN,MLN
2017-11-27,77.66850280761719,2017-11-27MLN,MLN
2017-11-28,79.39779663085938,2017-11-28MLN,MLN
2017-11-29,63.12110137939453,2017-11-29MLN,MLN
2017-11-30,64.24800109863281,2017-11-30MLN,MLN
2017-12-01,68.90180206298828,2017-12-01MLN,MLN
2017-12-02,75.8104019165039,2017-12-02MLN,MLN
2017-12-03,76.11090087890625,2017-12-03MLN,MLN
2017-12-04,79.66719818115234,2017-12-04MLN,MLN
2017-12-05,75.88240051269531,2017-12-05MLN,MLN
2017-12-06,77.35479736328125,2017-12-06MLN,MLN
2017-12-07,83.12300109863281,2017-12-07MLN,MLN
2017-12-08,80.77529907226562,2017-12-08MLN,MLN
2017-12-09,72.0322036743164,2017-12-09MLN,MLN
2017-12-10,70.1969985961914,2017-12-10MLN,MLN
2017-12-11,73.88770294189453,2017-12-11MLN,MLN
2017-12-12,82.63300323486328,2017-12-12MLN,MLN
2017-12-13,78.96089935302734,2017-12-13MLN,MLN
2017-12-14,77.5530014038086,2017-12-14MLN,MLN
2017-12-15,73.48500061035156,2017-12-15MLN,MLN
2017-12-16,83.58450317382812,2017-12-16MLN,MLN
2017-12-17,83.01069641113281,2017-12-17MLN,MLN
2017-12-18,92.68450164794922,2017-12-18MLN,MLN
2017-12-19,127.2969970703125,2017-12-19MLN,MLN
2017-12-20,125.98999786376953,2017-12-20MLN,MLN
2017-12-21,138.81900024414062,2017-12-21MLN,MLN
2017-12-22,117.8239974975586,2017-12-22MLN,MLN
2017-12-23,133.64199829101562,2017-12-23MLN,MLN
2017-12-24,123.64299774169922,2017-12-24MLN,MLN
2017-12-25,133.11300659179688,2017-12-25MLN,MLN
2017-12-26,122.37100219726562,2017-12-26MLN,MLN
2017-12-27,130.2899932861328,2017-12-27MLN,MLN
2017-12-28,119.4729995727539,2017-12-28MLN,MLN
2017-12-29,132.36099243164062,2017-12-29MLN,MLN
2017-12-30,117.45899963378906,2017-12-30MLN,MLN
2017-12-31,131.93099975585938,2017-12-31MLN,MLN
2018-01-01,132.4239959716797,2018-01-01MLN,MLN
2018-01-02,150.9219970703125,2018-01-02MLN,MLN
2018-01-03,185.35899353027344,2018-01-03MLN,MLN
2018-01-04,256.635986328125,2018-01-04MLN,MLN
2018-01-05,226.5449981689453,2018-01-05MLN,MLN
2018-01-06,240.69200134277344,2018-01-06MLN,MLN
2018-01-07,238.87600708007812,2018-01-07MLN,MLN
2018-01-08,250.6320037841797,2018-01-08MLN,MLN
2018-01-09,246.22900390625,2018-01-09MLN,MLN
2018-01-10,225.51600646972656,2018-01-10MLN,MLN
2018-01-11,208.04600524902344,2018-01-11MLN,MLN
2018-01-12,222.46800231933594,2018-01-12MLN,MLN
2018-01-13,240.8470001220703,2018-01-13MLN,MLN
2018-01-14,222.23199462890625,2018-01-14MLN,MLN
2018-01-15,204.56700134277344,2018-01-15MLN,MLN
2018-01-16,139.16799926757812,2018-01-16MLN,MLN
2018-01-17,150.82899475097656,2018-01-17MLN,MLN
2018-01-18,187.43600463867188,2018-01-18MLN,MLN
2018-01-19,198.88099670410156,2018-01-19MLN,MLN
2018-01-20,239.32000732421875,2018-01-20MLN,MLN
2018-01-21,192.10000610351562,2018-01-21MLN,MLN
2018-01-22,176.7740020751953,2018-01-22MLN,MLN
2018-01-23,188.25100708007812,2018-01-23MLN,MLN
2018-01-24,188.94900512695312,2018-01-24MLN,MLN
2018-01-25,173.3719940185547,2018-01-25MLN,MLN
2018-01-26,170.48699951171875,2018-01-26MLN,MLN
2018-01-27,174.8489990234375,2018-01-27MLN,MLN
2018-01-28,198.1320037841797,2018-01-28MLN,MLN
2018-01-29,201.15699768066406,2018-01-29MLN,MLN
2018-01-30,163.60400390625,2018-01-30MLN,MLN
2018-01-31,155.66200256347656,2018-01-31MLN,MLN
2018-02-01,117.75499725341797,2018-02-01MLN,MLN
2018-02-02,116.07499694824219,2018-02-02MLN,MLN
2018-02-03,125.4749984741211,2018-02-03MLN,MLN
2018-02-04,102.68099975585938,2018-02-04MLN,MLN
2018-02-05,84.58809661865234,2018-02-05MLN,MLN
2018-02-06,99.33619689941406,2018-02-06MLN,MLN
2018-02-07,97.75389862060547,2018-02-07MLN,MLN
2018-02-08,107.43900299072266,2018-02-08MLN,MLN
2018-02-09,113.08699798583984,2018-02-09MLN,MLN
2018-02-10,110.3759994506836,2018-02-10MLN,MLN
2018-02-11,103.57499694824219,2018-02-11MLN,MLN
2018-02-12,113.24700164794922,2018-02-12MLN,MLN
2018-02-13,108.8219985961914,2018-02-13MLN,MLN
2018-02-14,122.14299774169922,2018-02-14MLN,MLN
2018-02-15,130.9709930419922,2018-02-15MLN,MLN
2018-02-16,131.37600708007812,2018-02-16MLN,MLN
2018-02-17,150.2790069580078,2018-02-17MLN,MLN
2018-02-18,141.01199340820312,2018-02-18MLN,MLN
2018-02-19,145.83700561523438,2018-02-19MLN,MLN
2018-02-20,135.58599853515625,2018-02-20MLN,MLN
2018-02-21,117.9260025024414,2018-02-21MLN,MLN
2018-02-22,108.54000091552734,2018-02-22MLN,MLN
2018-02-23,113.48699951171875,2018-02-23MLN,MLN
2018-02-24,108.27899932861328,2018-02-24MLN,MLN
2018-02-25,107.2699966430664,2018-02-25MLN,MLN
2018-02-26,110.2490005493164,2018-02-26MLN,MLN
2018-02-27,114.18499755859375,2018-02-27MLN,MLN
2018-02-28,109.51799774169922,2018-02-28MLN,MLN
2018-03-01,113.31800079345703,2018-03-01MLN,MLN
2018-03-02,117.13300323486328,2018-03-02MLN,MLN
2018-03-03,126.44400024414062,2018-03-03MLN,MLN
2018-03-04,122.07499694824219,2018-03-04MLN,MLN
2018-03-05,129.97900390625,2018-03-05MLN,MLN
2018-03-06,116.97200012207031,2018-03-06MLN,MLN
2018-03-07,105.00900268554688,2018-03-07MLN,MLN
2018-03-08,97.29660034179688,2018-03-08MLN,MLN
2018-03-09,92.19110107421875,2018-03-09MLN,MLN
2018-03-10,89.2822036743164,2018-03-10MLN,MLN
2018-03-11,91.12210083007812,2018-03-11MLN,MLN
2018-03-12,84.6718978881836,2018-03-12MLN,MLN
2018-03-13,83.88809967041016,2018-03-13MLN,MLN
2018-03-14,69.26419830322266,2018-03-14MLN,MLN
2018-03-15,65.88040161132812,2018-03-15MLN,MLN
2018-03-16,63.61690139770508,2018-03-16MLN,MLN
2018-03-17,57.14440155029297,2018-03-17MLN,MLN
2018-03-18,55.45690155029297,2018-03-18MLN,MLN
2018-03-19,60.93040084838867,2018-03-19MLN,MLN
2018-03-20,68.68190002441406,2018-03-20MLN,MLN
2018-03-21,68.94499969482422,2018-03-21MLN,MLN
2018-03-22,70.21869659423828,2018-03-22MLN,MLN
2018-03-23,70.28369903564453,2018-03-23MLN,MLN
2018-03-24,69.05339813232422,2018-03-24MLN,MLN
2018-03-25,68.50509643554688,2018-03-25MLN,MLN
2018-03-26,64.3198013305664,2018-03-26MLN,MLN
2018-03-27,61.629798889160156,2018-03-27MLN,MLN
2018-03-28,62.020198822021484,2018-03-28MLN,MLN
2018-03-29,53.75170135498047,2018-03-29MLN,MLN
2018-03-30,50.13690185546875,2018-03-30MLN,MLN
2018-03-31,50.47370147705078,2018-03-31MLN,MLN
2018-04-01,46.639400482177734,2018-04-01MLN,MLN
2018-04-02,41.929298400878906,2018-04-02MLN,MLN
2018-04-03,45.649200439453125,2018-04-03MLN,MLN
2018-04-04,42.83100128173828,2018-04-04MLN,MLN
2018-04-05,44.11000061035156,2018-04-05MLN,MLN
2018-04-06,40.873600006103516,2018-04-06MLN,MLN
2018-04-07,44.1151008605957,2018-04-07MLN,MLN
2018-04-08,46.63930130004883,2018-04-08MLN,MLN
2018-04-09,46.40729904174805,2018-04-09MLN,MLN
2018-04-10,48.00230026245117,2018-04-10MLN,MLN
2018-04-11,49.190101623535156,2018-04-11MLN,MLN
2018-04-12,56.9922981262207,2018-04-12MLN,MLN
2018-04-13,59.522499084472656,2018-04-13MLN,MLN
2018-04-14,61.23569869995117,2018-04-14MLN,MLN
2018-04-15,62.370201110839844,2018-04-15MLN,MLN
2018-04-16,60.08290100097656,2018-04-16MLN,MLN
2018-04-17,58.8129997253418,2018-04-17MLN,MLN
2018-04-18,62.110599517822266,2018-04-18MLN,MLN
2018-04-19,66.91490173339844,2018-04-19MLN,MLN
2018-04-20,71.7947006225586,2018-04-20MLN,MLN
2018-04-21,68.24009704589844,2018-04-21MLN,MLN
2018-04-22,65.63480377197266,2018-04-22MLN,MLN
2018-04-23,67.64849853515625,2018-04-23MLN,MLN
2018-04-24,82.16609954833984,2018-04-24MLN,MLN
2018-04-25,67.24569702148438,2018-04-25MLN,MLN
2018-04-26,74.77400207519531,2018-04-26MLN,MLN
2018-04-27,72.39199829101562,2018-04-27MLN,MLN
2018-04-28,73.20939636230469,2018-04-28MLN,MLN
2018-04-29,71.30799865722656,2018-04-29MLN,MLN
2018-04-30,75.17939758300781,2018-04-30MLN,MLN
2018-05-01,73.26210021972656,2018-05-01MLN,MLN
2018-05-02,74.13030242919922,2018-05-02MLN,MLN
2018-05-03,78.62930297851562,2018-05-03MLN,MLN
2018-05-04,78.21710205078125,2018-05-04MLN,MLN
2018-05-05,77.25029754638672,2018-05-05MLN,MLN
2018-05-06,74.77239990234375,2018-05-06MLN,MLN
2018-05-07,70.62120056152344,2018-05-07MLN,MLN
2018-05-08,65.88269805908203,2018-05-08MLN,MLN
2018-05-09,64.84410095214844,2018-05-09MLN,MLN
2018-05-10,63.25619888305664,2018-05-10MLN,MLN
2018-05-11,56.820899963378906,2018-05-11MLN,MLN
2018-05-12,55.58380126953125,2018-05-12MLN,MLN
2018-05-13,59.231998443603516,2018-05-13MLN,MLN
2018-05-14,61.02360153198242,2018-05-14MLN,MLN
2018-05-15,62.26729965209961,2018-05-15MLN,MLN
2018-05-16,57.34489822387695,2018-05-16MLN,MLN
2018-05-17,52.91460037231445,2018-05-17MLN,MLN
2018-05-18,55.417301177978516,2018-05-18MLN,MLN
2018-05-19,56.691898345947266,2018-05-19MLN,MLN
2018-05-20,56.179901123046875,2018-05-20MLN,MLN
2018-05-21,53.278499603271484,2018-05-21MLN,MLN
2018-05-22,50.60219955444336,2018-05-22MLN,MLN
2018-05-23,46.701698303222656,2018-05-23MLN,MLN
2018-05-24,46.619598388671875,2018-05-24MLN,MLN
2018-05-25,45.44839859008789,2018-05-25MLN,MLN
2018-05-26,44.836700439453125,2018-05-26MLN,MLN
2018-05-27,44.2682991027832,2018-05-27MLN,MLN
2018-05-28,38.68320083618164,2018-05-28MLN,MLN
2018-05-29,40.59939956665039,2018-05-29MLN,MLN
2018-05-30,39.6968994140625,2018-05-30MLN,MLN
2018-05-31,39.371700286865234,2018-05-31MLN,MLN
2018-06-01,39.34080123901367,2018-06-01MLN,MLN
2018-06-02,40.149200439453125,2018-06-02MLN,MLN
2018-06-03,40.44029998779297,2018-06-03MLN,MLN
2018-06-04,38.725101470947266,2018-06-04MLN,MLN
2018-06-05,39.29119873046875,2018-06-05MLN,MLN
2018-06-06,38.87369918823242,2018-06-06MLN,MLN
2018-06-07,39.536598205566406,2018-06-07MLN,MLN
2018-06-08,41.05080032348633,2018-06-08MLN,MLN
2018-06-09,42.15010070800781,2018-06-09MLN,MLN
2018-06-10,36.890499114990234,2018-06-10MLN,MLN
2018-06-11,36.87779998779297,2018-06-11MLN,MLN
2018-06-12,35.09960174560547,2018-06-12MLN,MLN
2018-06-13,32.12329864501953,2018-06-13MLN,MLN
2018-06-14,33.78260040283203,2018-06-14MLN,MLN
2018-06-15,32.29410171508789,2018-06-15MLN,MLN
2018-06-16,32.64459991455078,2018-06-16MLN,MLN
2018-06-17,32.555301666259766,2018-06-17MLN,MLN
2018-06-18,34.14979934692383,2018-06-18MLN,MLN
2018-06-19,36.22740173339844,2018-06-19MLN,MLN
2018-06-20,35.563201904296875,2018-06-20MLN,MLN
2018-06-21,34.41310119628906,2018-06-21MLN,MLN
2018-06-22,29.395700454711914,2018-06-22MLN,MLN
2018-06-23,29.757600784301758,2018-06-23MLN,MLN
2018-06-24,28.381099700927734,2018-06-24MLN,MLN
2018-06-25,28.489500045776367,2018-06-25MLN,MLN
2018-06-26,26.001100540161133,2018-06-26MLN,MLN
2018-06-27,26.619199752807617,2018-06-27MLN,MLN
2018-06-28,26.67650032043457,2018-06-28MLN,MLN
2018-06-29,26.947399139404297,2018-06-29MLN,MLN
2018-06-30,27.76460075378418,2018-06-30MLN,MLN
2018-07-01,28.1697998046875,2018-07-01MLN,MLN
2018-07-02,29.67930030822754,2018-07-02MLN,MLN
2018-07-03,29.472299575805664,2018-07-03MLN,MLN
2018-07-04,29.62700080871582,2018-07-04MLN,MLN
2018-07-05,28.85260009765625,2018-07-05MLN,MLN
2018-07-06,29.0575008392334,2018-07-06MLN,MLN
2018-07-07,26.910200119018555,2018-07-07MLN,MLN
2018-07-08,27.18600082397461,2018-07-08MLN,MLN
2018-07-09,26.797300338745117,2018-07-09MLN,MLN
2018-07-10,23.296899795532227,2018-07-10MLN,MLN
2018-07-11,23.46109962463379,2018-07-11MLN,MLN
2018-07-12,22.164400100708008,2018-07-12MLN,MLN
2018-07-13,22.265199661254883,2018-07-13MLN,MLN
2018-07-14,22.223499298095703,2018-07-14MLN,MLN
