CryptoDate,Close,CryptoID,Ticker
2017-11-09,8.025489807128906,2017-11-09OMG,OMG
2017-11-10,7.00885009765625,2017-11-10OMG,OMG
2017-11-11,7.303810119628906,2017-11-11OMG,OMG
2017-11-12,6.588389873504639,2017-11-12OMG,OMG
2017-11-13,7.566740036010742,2017-11-13OMG,OMG
2017-11-14,7.844620227813721,2017-11-14OMG,OMG
2017-11-15,7.716989994049072,2017-11-15OMG,OMG
2017-11-16,7.156109809875488,2017-11-16OMG,OMG
2017-11-17,7.584109783172607,2017-11-17OMG,OMG
2017-11-18,7.946760177612305,2017-11-18OMG,OMG
2017-11-19,7.824830055236816,2017-11-19OMG,OMG
2017-11-20,8.033499717712402,2017-11-20OMG,OMG
2017-11-21,7.653429985046387,2017-11-21OMG,OMG
2017-11-22,7.944469928741455,2017-11-22OMG,OMG
2017-11-23,7.718699932098389,2017-11-23OMG,OMG
2017-11-24,7.6098198890686035,2017-11-24OMG,OMG
2017-11-25,8.723770141601562,2017-11-25OMG,OMG
2017-11-26,8.487759590148926,2017-11-26OMG,OMG
2017-11-27,9.491310119628906,2017-11-27OMG,OMG
2017-11-28,9.39365005493164,2017-11-28OMG,OMG
2017-11-29,7.9461798667907715,2017-11-29OMG,OMG
2017-11-30,8.129420280456543,2017-11-30OMG,OMG
2017-12-01,8.897199630737305,2017-12-01OMG,OMG
2017-12-02,9.310959815979004,2017-12-02OMG,OMG
2017-12-03,9.427410125732422,2017-12-03OMG,OMG
2017-12-04,10.512499809265137,2017-12-04OMG,OMG
2017-12-05,10.083499908447266,2017-12-05OMG,OMG
2017-12-06,8.639619827270508,2017-12-06OMG,OMG
2017-12-07,7.850240230560303,2017-12-07OMG,OMG
2017-12-08,8.447999954223633,2017-12-08OMG,OMG
2017-12-09,8.584250450134277,2017-12-09OMG,OMG
2017-12-10,7.949029922485352,2017-12-10OMG,OMG
2017-12-11,9.010169982910156,2017-12-11OMG,OMG
2017-12-12,10.37969970703125,2017-12-12OMG,OMG
2017-12-13,10.713299751281738,2017-12-13OMG,OMG
2017-12-14,11.43529987335205,2017-12-14OMG,OMG
2017-12-15,11.71720027923584,2017-12-15OMG,OMG
2017-12-16,14.268400192260742,2017-12-16OMG,OMG
2017-12-17,15.622400283813477,2017-12-17OMG,OMG
2017-12-18,18.50189971923828,2017-12-18OMG,OMG
2017-12-19,18.14459991455078,2017-12-19OMG,OMG
2017-12-20,17.790199279785156,2017-12-20OMG,OMG
2017-12-21,17.118600845336914,2017-12-21OMG,OMG
2017-12-22,12.879300117492676,2017-12-22OMG,OMG
2017-12-23,14.40719985961914,2017-12-23OMG,OMG
2017-12-24,14.348699569702148,2017-12-24OMG,OMG
2017-12-25,15.64490032196045,2017-12-25OMG,OMG
2017-12-26,15.240599632263184,2017-12-26OMG,OMG
2017-12-27,15.035499572753906,2017-12-27OMG,OMG
2017-12-28,15.08899974822998,2017-12-28OMG,OMG
2017-12-29,16.01569938659668,2017-12-29OMG,OMG
2017-12-30,16.56760025024414,2017-12-30OMG,OMG
2017-12-31,19.88949966430664,2017-12-31OMG,OMG
2018-01-01,19.332399368286133,2018-01-01OMG,OMG
2018-01-02,20.295499801635742,2018-01-02OMG,OMG
2018-01-03,20.540000915527344,2018-01-03OMG,OMG
2018-01-04,19.93079948425293,2018-01-04OMG,OMG
2018-01-05,18.68829917907715,2018-01-05OMG,OMG
2018-01-06,19.306100845336914,2018-01-06OMG,OMG
2018-01-07,24.41189956665039,2018-01-07OMG,OMG
2018-01-08,23.88909912109375,2018-01-08OMG,OMG
2018-01-09,25.2908992767334,2018-01-09OMG,OMG
2018-01-10,23.346900939941406,2018-01-10OMG,OMG
2018-01-11,21.656600952148438,2018-01-11OMG,OMG
2018-01-12,22.8351993560791,2018-01-12OMG,OMG
2018-01-13,25.716999053955078,2018-01-13OMG,OMG
2018-01-14,23.826200485229492,2018-01-14OMG,OMG
2018-01-15,22.46109962463379,2018-01-15OMG,OMG
2018-01-16,17.37529945373535,2018-01-16OMG,OMG
2018-01-17,18.056400299072266,2018-01-17OMG,OMG
2018-01-18,17.729299545288086,2018-01-18OMG,OMG
2018-01-19,18.432600021362305,2018-01-19OMG,OMG
2018-01-20,19.71109962463379,2018-01-20OMG,OMG
2018-01-21,16.965499877929688,2018-01-21OMG,OMG
2018-01-22,15.655799865722656,2018-01-22OMG,OMG
2018-01-23,16.045299530029297,2018-01-23OMG,OMG
2018-01-24,17.850000381469727,2018-01-24OMG,OMG
2018-01-25,17.957700729370117,2018-01-25OMG,OMG
2018-01-26,16.575300216674805,2018-01-26OMG,OMG
2018-01-27,15.975099563598633,2018-01-27OMG,OMG
2018-01-28,17.08919906616211,2018-01-28OMG,OMG
2018-01-29,16.90690040588379,2018-01-29OMG,OMG
2018-01-30,14.916099548339844,2018-01-30OMG,OMG
2018-01-31,15.74209976196289,2018-01-31OMG,OMG
2018-02-01,13.985899925231934,2018-02-01OMG,OMG
2018-02-02,13.251999855041504,2018-02-02OMG,OMG
2018-02-03,14.05459976196289,2018-02-03OMG,OMG
2018-02-04,12.062399864196777,2018-02-04OMG,OMG
2018-02-05,9.266799926757812,2018-02-05OMG,OMG
2018-02-06,11.369000434875488,2018-02-06OMG,OMG
2018-02-07,10.90250015258789,2018-02-07OMG,OMG
2018-02-08,11.894100189208984,2018-02-08OMG,OMG
2018-02-09,13.199000358581543,2018-02-09OMG,OMG
2018-02-10,12.512999534606934,2018-02-10OMG,OMG
2018-02-11,11.855600357055664,2018-02-11OMG,OMG
2018-02-12,12.84119987487793,2018-02-12OMG,OMG
2018-02-13,12.994600296020508,2018-02-13OMG,OMG
2018-02-14,15.661399841308594,2018-02-14OMG,OMG
2018-02-15,16.66950035095215,2018-02-15OMG,OMG
2018-02-16,18.168399810791016,2018-02-16OMG,OMG
2018-02-17,18.28809928894043,2018-02-17OMG,OMG
2018-02-18,16.65530014038086,2018-02-18OMG,OMG
2018-02-19,17.687299728393555,2018-02-19OMG,OMG
2018-02-20,18.403600692749023,2018-02-20OMG,OMG
2018-02-21,18.0585994720459,2018-02-21OMG,OMG
2018-02-22,16.601999282836914,2018-02-22OMG,OMG
2018-02-23,17.57309913635254,2018-02-23OMG,OMG
2018-02-24,16.75149917602539,2018-02-24OMG,OMG
2018-02-25,16.770000457763672,2018-02-25OMG,OMG
2018-02-26,17.966699600219727,2018-02-26OMG,OMG
2018-02-27,20.138200759887695,2018-02-27OMG,OMG
2018-02-28,18.618000030517578,2018-02-28OMG,OMG
2018-03-01,19.214799880981445,2018-03-01OMG,OMG
2018-03-02,18.51569938659668,2018-03-02OMG,OMG
2018-03-03,17.899099349975586,2018-03-03OMG,OMG
2018-03-04,17.94339942932129,2018-03-04OMG,OMG
2018-03-05,17.217899322509766,2018-03-05OMG,OMG
2018-03-06,15.859399795532227,2018-03-06OMG,OMG
2018-03-07,14.500699996948242,2018-03-07OMG,OMG
2018-03-08,13.74120044708252,2018-03-08OMG,OMG
2018-03-09,15.016300201416016,2018-03-09OMG,OMG
2018-03-10,13.440999984741211,2018-03-10OMG,OMG
2018-03-11,14.678600311279297,2018-03-11OMG,OMG
2018-03-12,13.777899742126465,2018-03-12OMG,OMG
2018-03-13,13.753100395202637,2018-03-13OMG,OMG
2018-03-14,11.69320011138916,2018-03-14OMG,OMG
2018-03-15,11.314000129699707,2018-03-15OMG,OMG
2018-03-16,11.218400001525879,2018-03-16OMG,OMG
2018-03-17,9.864669799804688,2018-03-17OMG,OMG
2018-03-18,10.467100143432617,2018-03-18OMG,OMG
2018-03-19,11.446800231933594,2018-03-19OMG,OMG
2018-03-20,12.084799766540527,2018-03-20OMG,OMG
2018-03-21,11.855500221252441,2018-03-21OMG,OMG
2018-03-22,11.568900108337402,2018-03-22OMG,OMG
2018-03-23,11.50100040435791,2018-03-23OMG,OMG
2018-03-24,11.103799819946289,2018-03-24OMG,OMG
2018-03-25,10.88070011138916,2018-03-25OMG,OMG
2018-03-26,10.338899612426758,2018-03-26OMG,OMG
2018-03-27,9.772950172424316,2018-03-27OMG,OMG
