Date,Close,High,Low,Open,Volume
2014-09-17,465.864013671875,21056800.0
2014-09-18,456.8599853515625,34483200.0
2014-09-19,424.1029968261719,37919700.0
2014-09-20,394.6730041503906,36863600.0
2014-09-21,408.0849914550781,26580100.0
2014-09-22,399.1000061035156,24127600.0
2014-09-23,402.0920104980469,45099500.0
2014-09-24,435.7510070800781,30627700.0
2014-09-25,423.156005859375,26814400.0
2014-09-26,411.4289855957031,21460800.0
2014-09-27,403.5559997558594,15029300.0
2014-09-28,399.47100830078125,23613300.0
2014-09-29,376.9280090332031,32497700.0
2014-09-30,376.0880126953125,34707300.0
2014-10-01,387.427001953125,26229400.0
2014-10-02,383.9880065917969,21777700.0
2014-10-03,375.1809997558594,30901200.0
2014-10-04,359.8919982910156,47236500.0
2014-10-05,328.9159851074219,83308096.0
2014-10-06,320.3890075683594,79011800.0
2014-10-07,330.5840148925781,49199900.0
2014-10-08,336.1159973144531,54736300.0
2014-10-09,352.74798583984375,83641104.0
2014-10-10,364.68701171875,43665700.0
2014-10-11,361.36199951171875,13345200.0
2014-10-12,362.6059875488281,17552800.0
2014-10-13,377.9209899902344,35221400.0
2014-10-14,391.6919860839844,38491500.0
2014-10-15,400.9549865722656,25267100.0
2014-10-16,394.51800537109375,26990000.0
2014-10-17,382.7560119628906,13600700.0
2014-10-18,383.97601318359375,11416800.0
2014-10-19,391.2539978027344,5914570.0
2014-10-20,389.2309875488281,16419000.0
2014-10-21,382.4209899902344,14188900.0
2014-10-22,386.1180114746094,11641300.0
2014-10-23,382.9620056152344,26456900.0
2014-10-24,358.59100341796875,15585700.0
2014-10-25,358.6109924316406,18127500.0
2014-10-26,347.48699951171875,11272500.0
2014-10-27,354.7770080566406,13033000.0
2014-10-28,353.2149963378906,7845880.0
2014-10-29,357.0889892578125,18192700.0
2014-10-30,335.7090148925781,30177900.0
2014-10-31,345.0090026855469,12545400.0
2014-11-01,338.6499938964844,16677200.0
2014-11-02,326.07501220703125,8603620.0
2014-11-03,325.5690002441406,12948500.0
2014-11-04,327.1610107421875,15655500.0
2014-11-05,330.6830139160156,19817200.0
2014-11-06,339.4580078125,18797000.0
2014-11-07,349.8179931640625,16834200.0
2014-11-08,342.15399169921875,8535470.0
2014-11-09,345.3760070800781,24205600.0
2014-11-10,362.2650146484375,30450100.0
2014-11-11,365.85699462890625,15838900.0
2014-11-12,367.9849853515625,45783200.0
2014-11-13,427.27301025390625,58945000.0
2014-11-14,418.4169921875,29589200.0
