Date,Close,CryptoID
2017-11-09,1.9907699823379517,2017-11-09BNB
2017-11-10,1.796839952468872,2017-11-10BNB
2017-11-11,1.6704699993133545,2017-11-11BNB
2017-11-12,1.5196900367736816,2017-11-12BNB
2017-11-13,1.6866199970245361,2017-11-13BNB
2017-11-14,1.592579960823059,2017-11-14BNB
2017-11-15,1.5304499864578247,2017-11-15BNB
2017-11-16,1.5779199600219727,2017-11-16BNB
2017-11-17,1.5103600025177002,2017-11-17BNB
2017-11-18,1.6743299961090088,2017-11-18BNB
2017-11-19,1.6137700080871582,2017-11-19BNB
2017-11-20,1.6244499683380127,2017-11-20BNB
2017-11-21,1.5740599632263184,2017-11-21BNB
2017-11-22,1.6117500066757202,2017-11-22BNB
2017-11-23,1.548699975013733,2017-11-23BNB
2017-11-24,1.717710018157959,2017-11-24BNB
2017-11-25,1.8738700151443481,2017-11-25BNB
2017-11-26,1.8531299829483032,2017-11-26BNB
2017-11-27,1.9429800510406494,2017-11-27BNB
2017-11-28,1.9171099662780762,2017-11-28BNB
2017-11-29,1.7515300512313843,2017-11-29BNB
2017-11-30,1.9969700574874878,2017-11-30BNB
2017-12-01,2.070230007171631,2017-12-01BNB
2017-12-02,2.084160089492798,2017-12-02BNB
2017-12-03,2.227250099182129,2017-12-03BNB
2017-12-04,2.4916799068450928,2017-12-04BNB
2017-12-05,2.5952999591827393,2017-12-05BNB
2017-12-06,2.5876901149749756,2017-12-06BNB
2017-12-07,2.779949903488159,2017-12-07BNB
2017-12-08,2.830670118331909,2017-12-08BNB
2017-12-09,2.6104300022125244,2017-12-09BNB
2017-12-10,2.483370065689087,2017-12-10BNB
2017-12-11,2.7066500186920166,2017-12-11BNB
2017-12-12,2.6847500801086426,2017-12-12BNB
2017-12-13,2.77810001373291,2017-12-13BNB
2017-12-14,3.1587400436401367,2017-12-14BNB
2017-12-15,3.996150016784668,2017-12-15BNB
2017-12-16,4.664649963378906,2017-12-16BNB
2017-12-17,5.756720066070557,2017-12-17BNB
2017-12-18,5.61584997177124,2017-12-18BNB
2017-12-19,5.792329788208008,2017-12-19BNB
2017-12-20,5.176209926605225,2017-12-20BNB
2017-12-21,5.180009841918945,2017-12-21BNB
2017-12-22,4.336150169372559,2017-12-22BNB
2017-12-23,4.839260101318359,2017-12-23BNB
2017-12-24,5.285679817199707,2017-12-24BNB
2017-12-25,6.560009956359863,2017-12-25BNB
2017-12-26,9.029419898986816,2017-12-26BNB
2017-12-27,10.107000350952148,2017-12-27BNB
2017-12-28,9.321410179138184,2017-12-28BNB
2017-12-29,8.807600021362305,2017-12-29BNB
2017-12-30,7.841010093688965,2017-12-30BNB
2017-12-31,8.635580062866211,2017-12-31BNB
2018-01-01,8.414609909057617,2018-01-01BNB
2018-01-02,8.837770462036133,2018-01-02BNB
2018-01-03,9.535880088806152,2018-01-03BNB
2018-01-04,9.213990211486816,2018-01-04BNB
2018-01-05,14.917200088500977,2018-01-05BNB
2018-01-06,22.75979995727539,2018-01-06BNB
2018-01-07,18.65679931640625,2018-01-07BNB
2018-01-08,18.260900497436523,2018-01-08BNB
2018-01-09,17.411800384521484,2018-01-09BNB
2018-01-10,17.39080047607422,2018-01-10BNB
2018-01-11,21.042699813842773,2018-01-11BNB
2018-01-12,22.316299438476562,2018-01-12BNB
2018-01-13,22.174400329589844,2018-01-13BNB
2018-01-14,20.777299880981445,2018-01-14BNB
2018-01-15,19.564699172973633,2018-01-15BNB
2018-01-16,13.891900062561035,2018-01-16BNB
2018-01-17,14.203200340270996,2018-01-17BNB
2018-01-18,14.280400276184082,2018-01-18BNB
2018-01-19,14.940600395202637,2018-01-19BNB
2018-01-20,16.19029998779297,2018-01-20BNB
2018-01-21,14.068300247192383,2018-01-21BNB
2018-01-22,13.014599800109863,2018-01-22BNB
2018-01-23,13.093500137329102,2018-01-23BNB
2018-01-24,13.628700256347656,2018-01-24BNB
2018-01-25,13.228400230407715,2018-01-25BNB
2018-01-26,13.218199729919434,2018-01-26BNB
2018-01-27,13.253000259399414,2018-01-27BNB
2018-01-28,13.540200233459473,2018-01-28BNB
2018-01-29,12.76449966430664,2018-01-29BNB
2018-01-30,11.250699996948242,2018-01-30BNB
2018-01-31,11.145000457763672,2018-01-31BNB
2018-02-01,9.515839576721191,2018-02-01BNB
2018-02-02,9.652290344238281,2018-02-02BNB
2018-02-03,9.749679565429688,2018-02-03BNB
2018-02-04,8.458640098571777,2018-02-04BNB
2018-02-05,6.7050299644470215,2018-02-05BNB
2018-02-06,8.288849830627441,2018-02-06BNB
2018-02-07,8.095009803771973,2018-02-07BNB
2018-02-08,8.595499992370605,2018-02-08BNB
2018-02-09,9.730460166931152,2018-02-09BNB
2018-02-10,9.255970001220703,2018-02-10BNB
2018-02-11,8.704910278320312,2018-02-11BNB
2018-02-12,9.322469711303711,2018-02-12BNB
2018-02-13,8.986780166625977,2018-02-13BNB
2018-02-14,10.40060043334961,2018-02-14BNB
2018-02-15,10.931099891662598,2018-02-15BNB
2018-02-16,11.201600074768066,2018-02-16BNB
2018-02-17,11.689299583435059,2018-02-17BNB
