CryptoDate,Close,CryptoID,Ticker
2018-01-13,1200.8299560546875,2018-01-13BCA,BCA
2018-01-14,1377.97998046875,2018-01-14BCA,BCA
2018-01-15,1143.6700439453125,2018-01-15BCA,BCA
2018-01-16,804.7589721679688,2018-01-16BCA,BCA
2018-01-17,765.8170166015625,2018-01-17BCA,BCA
2018-01-18,738.2520141601562,2018-01-18BCA,BCA
2018-01-19,538.0609741210938,2018-01-19BCA,BCA
2018-01-20,690.6309814453125,2018-01-20BCA,BCA
2018-01-21,528.9710083007812,2018-01-21BCA,BCA
2018-01-22,540.8839721679688,2018-01-22BCA,BCA
2018-01-23,357.49200439453125,2018-01-23BCA,BCA
2018-01-24,413.2080078125,2018-01-24BCA,BCA
2018-01-25,76.74980163574219,2018-01-25BCA,BCA
2018-01-26,96.06279754638672,2018-01-26BCA,BCA
2018-01-27,81.39099884033203,2018-01-27BCA,BCA
2018-01-28,71.0886001586914,2018-01-28BCA,BCA
2018-01-29,61.57979965209961,2018-01-29BCA,BCA
2018-01-30,46.5088996887207,2018-01-30BCA,BCA
2018-01-31,46.65119934082031,2018-01-31BCA,BCA
2018-02-01,42.948699951171875,2018-02-01BCA,BCA
2018-02-02,35.912899017333984,2018-02-02BCA,BCA
2018-02-03,30.73859977722168,2018-02-03BCA,BCA
2018-02-04,23.93160057067871,2018-02-04BCA,BCA
2018-02-05,19.68239974975586,2018-02-05BCA,BCA
2018-02-06,19.93670082092285,2018-02-06BCA,BCA
2018-02-08,29.323400497436523,2018-02-08BCA,BCA
2018-02-09,34.099700927734375,2018-02-09BCA,BCA
2018-02-10,26.012300491333008,2018-02-10BCA,BCA
2018-02-11,25.580799102783203,2018-02-11BCA,BCA
2018-02-12,33.09090042114258,2018-02-12BCA,BCA
2018-02-13,29.906400680541992,2018-02-13BCA,BCA
2018-02-14,31.698299407958984,2018-02-14BCA,BCA
2018-02-15,31.610000610351562,2018-02-15BCA,BCA
2018-02-16,34.11009979248047,2018-02-16BCA,BCA
2018-02-17,33.50080108642578,2018-02-17BCA,BCA
2018-02-18,30.21540069580078,2018-02-18BCA,BCA
2018-02-19,26.74449920654297,2018-02-19BCA,BCA
2018-02-20,23.322500228881836,2018-02-20BCA,BCA
2018-02-21,21.817699432373047,2018-02-21BCA,BCA
2018-02-22,19.859800338745117,2018-02-22BCA,BCA
